centroid_kurtosis,centroid_mean,centroid_skew,centroid_std,chroma_kurtosis,chroma_mean,chroma_skew,chroma_std,flux_kurtosis,flux_mean,flux_skew,flux_std,mfcc_0_kurtosis,mfcc_0_mean,mfcc_0_skew,mfcc_0_std,mfcc_10_kurtosis,mfcc_10_mean,mfcc_10_skew,mfcc_10_std,mfcc_11_kurtosis,mfcc_11_mean,mfcc_11_skew,mfcc_11_std,mfcc_12_kurtosis,mfcc_12_mean,mfcc_12_skew,mfcc_12_std,mfcc_1_kurtosis,mfcc_1_mean,mfcc_1_skew,mfcc_1_std,mfcc_2_kurtosis,mfcc_2_mean,mfcc_2_skew,mfcc_2_std,mfcc_3_kurtosis,mfcc_3_mean,mfcc_3_skew,mfcc_3_std,mfcc_4_kurtosis,mfcc_4_mean,mfcc_4_skew,mfcc_4_std,mfcc_5_kurtosis,mfcc_5_mean,mfcc_5_skew,mfcc_5_std,mfcc_6_kurtosis,mfcc_6_mean,mfcc_6_skew,mfcc_6_std,mfcc_7_kurtosis,mfcc_7_mean,mfcc_7_skew,mfcc_7_std,mfcc_8_kurtosis,mfcc_8_mean,mfcc_8_skew,mfcc_8_std,mfcc_9_kurtosis,mfcc_9_mean,mfcc_9_skew,mfcc_9_std,rmse_kurtosis,rmse_mean,rmse_skew,rmse_std,roloff_kurtosis,roloff_mean,roloff_skew,roloff_std,tempo,zcr_kurtosis,zcr_mean,zcr_skew,zcr_std
-0.11877248955624653,1476.2051946247777,0.3228575812583844,238.14008538319993,0.05027680745474061,0.3897685408592224,0.9677309393882751,0.27108755707740784,21.567692935686583,0.8894355297088623,4.266836643218994,0.5292016267776489,0.2777271064189262,-442.413818359375,0.3822600245475769,22.0030517578125,-0.02524794044290024,4.308116436004639,0.08199639618396759,6.762551784515381,-0.2682823919283739,17.59161949157715,-0.13407355546951294,8.945454597473145,-0.5631230387435902,-10.542705535888672,0.07990230619907379,8.062914848327637,-0.3749028773311194,132.31175231933594,0.09547221660614014,13.549511909484863,0.0016466721065775403,-17.497831344604492,-0.04082464799284935,6.909353733062744,-0.1151252127573148,41.46269226074219,-0.05762550234794617,6.5836873054504395,-0.13685493871014698,-15.708958625793457,-0.16579866409301758,8.54863166809082,-0.24234324452780198,23.81484603881836,-0.12204153090715408,7.086783409118652,-0.05499566324374339,-15.541868209838867,-0.0019573841709643602,6.48054313659668,-0.08949809150391541,17.81406021118164,-0.15378789603710175,7.4265666007995605,-0.2936103831677985,-10.752129554748535,-0.22530385851860046,9.891641616821289,-0.3923379107242191,20.500263214111328,0.03844507783651352,9.18831729888916,1.3097193800820452,0.01047175470739603,0.9895780086517334,0.002190689090639353,-0.33142778507177884,3178.5177825218025,0.4165591093680035,647.0359917944999,117.45383522727273,0.13916850962345118,0.08063908066860465,0.5320465801493653,0.022439983732404266
